StockTicker,ListedExchCode,CompanyName,Sector,Industry,Total_Mark,Total_Price_Valuation_Mark,Total_Stock_Holder_Mark,Total_Analyst_Mark,EpsRegressGrowth_Reuters,EpsRegressGrowth_Reuters_rm,EpsRegressGrowth_Nasdaq,EpsRegressGrowth_Nasdaq_rm,M1QEps,M1QEps_rm,M2QEps,M2QEps_rm,M3QEps,M3QEps_rm,M4QEps,M4QEps_rm,M1QvsM2Q,M1QvsM2Q_rm,M2QvsM3Q,M2QvsM3Q_rm,M3QvsM4Q,M3QvsM4Q_rm,Pe,PEG_Reuters,PEG_Reuters_rm,PEG_Nasdaq,PEG_Nasdaq_rm,PEvsIndustry,PEvsIndustry_rm,PEvsSector,PEvsSector_rm,ReturnOnEquity,ReturnOnEquity_rm,PercentageHeldByInstitutions_Nasdaq,PercentageHeldByInstitutions_Nasdaq_rm,NetSharesTradedByInstitutions,NetSharesTradedByInstitutions_rm,NetNumOfSharesTradedByInsidersIn3M,NetNumOfSharesTradedByInsidersIn3M_rm,ClosePrice,Beta,Fair_Price_PE,Fair_Price_PE_vs_Close_Price_rm,Fair_Price_PEG_Reuters,Fair_Price_PEG_Reuters_vs_Close_Price_rm,Fair_Price_PEG_Nasdaq,Fair_Price_PEG_Nasdaq_vs_Close_Price_rm,PeterLynchAnalysis_rm,BenjaminGarhamAnalysis_rm,MomentumStrategyAnalysis_rm,JamesOShaughnessyAnalysis_rm,MotleyFoolAnalysis_rm,DavidDremanAnalysis_rm,MartinZweigAnalysis_rm,KennethFisherAnalysis_rm,VolumeChange,VolumeChange_rm
DIOD,IXIC,Diodes Inc ,Technology,Semiconductors,0,0,0,0,5.413095238,0,8.29,0,0.494,0,0.366,0,0.309,0,0.287,0,34.9726776,0,18.44660194,0,7.665505226,0,23.02,4.252650099,0,2.776839566,0,0.499674267,0,0.705185185,0,8.58,0,0.801830618,0,814928,0,-99088,0,33.49,0.98,42.71616039,0,19.93333141,0,30.52732497,0,0,0,0,0,0,0,0,0,-0.1586,0
DORM,IXIC,Dorman Products Inc ,,"Auto, Truck & Motorcycle Parts",0,0,0,0,2.505952381,0,9.07,0,1.033,0,0.929,0,0.785,0,0.796,0,11.19483315,0,18.34394904,0,-1.381909548,0,23.37,9.325795724,0,2.57662624,0,0.197233607,0,0.281952825,0,18.23,0,0.804845176,0,-329059,0,-17973,0,82.79,1.06,112.5074652,0,24.30503019,0,87.96919907,0,0,0,0,0,0,0,0,0,0.5183,0
EFSC,IXIC,Enterprise Financial Services Corp ,Financials,Banks,0,0,0,0,5.697619048,0,9.4,0,0.954,0,0.898,0,0.84,0,0.692,0,6.236080178,0,6.904761905,0,21.38728324,0,15.91,2.792394484,0,1.692553191,0,-0.113649025,0,-0.148742643,0,14.09,0,0.764126606,0,1153498,0,-4757,0,53.85,0.79,80.11224899,0,39.34905826,0,64.9185466,0,0,0,0,0,0,0,0,0,0.1169,0
EXLS,IXIC,Exlservice Holdings Inc ,Industrials,Business Support Services,0,0,0,0,1.219047619,0,12.88,0,0.412,0,0.656,0,0.582,0,0.601,0,-37.19512195,0,12.71477663,0,-3.161397671,0,28.96,23.75625,0,2.248447205,0,-0.028513922,0,0.215274864,0,13.48,0,0.933040713,0,576275,0,-186686,0,65.18,1.28,86.31416486,0,9.070782514,0,95.8384865,0,0,0,0,0,0,0,0,0,0.2094,0
FAST,IXIC,Fastenal Co ,Industrials,Industrial Machinery & Equipment,0,0,0,0,3.645238095,0,8.85,0,0.735,0,0.61,0,0.445,0,0.498,0,20.49180328,0,37.07865169,0,-10.64257028,0,25.24,6.924101894,0,2.851977401,0,0.055625261,0,0.059169115,0,31.2,0,0.869572611,0,930158,0,-26758,0,57.76,0.9,61.70731474,0,19.39119435,0,47.07842547,0,0,0,0,0,0,0,0,0,0.3311,0
FELE,IXIC,Franklin Electric Co Inc ,Industrials,Industrial Machinery & Equipment,0,0,0,0,1.51547619,0,9.16,0,0.679,0,0.379,0,0.387,0,0.516,0,79.15567282,0,-2.067183463,0,-25,0,25.67,16.93857031,0,2.802401747,0,0.073609368,0,0.077213596,0,13.34,0,0.796637108,0,215236,0,-18916,0,50.35,1.53,89.91276258,0,11.74660784,0,71.00007804,0,0,0,0,0,0,0,0,0,0.3952,0
FRME,IXIC,First Merchants Corp ,Financials,Banks,0,0,0,0,3.628571429,0,7.72,0,0.801,0,0.742,0,0.597,0,0.501,0,7.95148248,0,24.2881072,0,19.16167665,0,17.82,4.911023622,0,2.308290155,0,-0.000560852,0,-0.041420118,0,10.96,0,0.707875833,0,488193,0,9129,0,47.06,0.84,66.46298061,0,20.79014418,0,44.23225951,0,0,0,0,0,0,0,0,0,-0.1446,0
FULT,IXIC,Fulton Financial Corp ,Financials,Banks,0,0,0,0,0.051190476,0,19.01,0,0.199,0,0.28,0,0.281,0,0.278,0,-28.92857143,0,-0.355871886,0,1.079136691,0,17,332.0930233,0,0.894266176,0,-0.052924791,0,-0.090422686,0,8.26,0,0.63706092,0,303983,0,0,0,17.65,1.06,32.97296171,0,0.14550876,0,54.03586224,0,0,0,0,0,0,0,0,0,0.0561,0
GABC,IXIC,German American Bancorp Inc ,Financials,Banks,0,0,0,0,0.717857143,0,18.97,0,0.483,0,0.515,0,0.407,0,0.421,0,-6.213592233,0,26.53562654,0,-3.325415677,0,20.09,27.98606965,0,1.05904059,0,0.119220056,0,0.074906367,0,11.55,0,0.389296338,0,320708,0,903,0,36.7,0.81,44.3330337,0,2.74351594,0,72.49979735,0,0,0,0,0,0,0,0,0,-0.366,0
GBNK,IXIC,Guaranty Bancorp ,Financials,Banks,0,0,0,0,2.801190476,0,8.13,0,0.457,0,0.467,0,0.331,0,0.358,0,-2.141327623,0,41.08761329,0,-7.541899441,0,18.43,6.579345516,0,2.266912669,0,0.026740947,0,-0.013911182,0,11.81,0,0.735076495,0,707488,0,87,0,29.7,0.79,38.14297032,0,9.210838379,0,26.7329611,0,0,0,0,0,0,0,0,0,-0.0025,0
GNTX,IXIC,Gentex Corp ,,"Auto, Truck & Motorcycle Parts",0,0,0,0,2.180952381,0,10.61,0,0.398,0,0.405,0,0.587,0,0.314,0,-1.728395062,0,-31.00511073,0,86.94267516,0,13.45,6.167030568,0,1.267672008,0,-0.310963115,0,-0.262205156,0,24.36,0,0.875045118,0,-1273584,0,399,0,22.91,1.3,66.34412364,0,12.47356676,0,60.68199585,0,0,0,0,0,0,0,0,0,1.0482,0
GRMN,IXIC,Garmin Ltd ,Industrials,AERO/DEF,0,0,0,0,0.569047619,0,1.32,0,1.005,0,0.683,0,0.735,0,0.782,0,47.14494876,0,-7.074829932,0,-6.010230179,0,21.44,37.67698745,0,16.24242424,0,-0.19337848,0,-0.100293747,0,16.73,0,0.422651431,0,851037,0,-5349475,0,68.72,1.02,97.95234694,0,4.805133604,0,11.14630155,0,0,0,0,0,0,0,0,0,-0.181,0
HBNC,IXIC,Horizon Bancorp Inc ,Financials,Banks,0,0,0,0,2.369047619,0,7.17,0,0.366,0,0.334,0,0.265,0,0.24,0,9.580838323,0,26.03773585,0,10.41666667,0,16.37,6.909949749,0,2.283124128,0,-0.081884464,0,-0.119419042,0,10.91,0,0.529169462,0,-98316,0,-8341,0,19.74,0.92,33.23859064,0,6.788258967,0,20.54488749,0,0,0,0,0,0,0,0,0,-0.4397,0
HOPE,IXIC,Hope Bancorp Inc ,Financials,Banks,0,0,0,0,1.814285714,0,5.86,0,0.356,0,0.377,0,0.32,0,0.329,0,-5.570291777,0,17.8125,0,-2.73556231,0,12.22,6.735433071,0,2.085324232,0,-0.319220056,0,-0.346174425,0,9.8,0,0.872692371,0,44386,0,-45456,0,16.88,1.33,55.04389807,0,8.60908258,0,27.80665885,0,0,0,0,0,0,0,0,0,-0.1031,0
HTLF,IXIC,Heartland Financial USA Inc ,Financials,Banks,0,0,0,0,0.746428571,0,NULL,0,0.849,0,0.759,0,0.797,0,0.723,0,11.85770751,0,-4.767879548,0,10.2351314,0,19.36,25.93684211,0,NULL,0,0.085810432,0,0.041420118,0,9.4,0,NULL,0,NULL,0,NULL,0,60.55,0.72,67.4679626,0,4.341380599,0,NULL,0,0,0,0,0,0,0,0,0,-0.2788,0
IBKC,IXIC,IBERIABANK Corp ,Financials,Banks,0,0,0,0,2.042857143,0,9.01,0,1.304,0,1.1,0,1.122,0,0.488,0,18.54545455,0,-1.960784314,0,129.9180328,0,21.35,10.45104895,0,2.369589345,0,0.189415042,0,0.142322097,0,6.12,0,0.875978693,0,480574,0,-9577,0,85.7,1.44,173.1815966,0,30.49872946,0,134.5143263,0,0,0,0,0,0,0,0,0,-0.5901,0
IBTX,IXIC,Independent Bank Group Inc ,Financials,Banks,0,0,0,0,4.503571429,0,20.16,0,1.016,0,1.019,0,0.872,0,0.846,0,-0.294406281,0,16.85779817,0,3.073286052,0,17.68,3.925773196,0,0.876984127,0,-0.008412787,0,-0.048951049,0,7.58,0,0.625332264,0,8600,0,10000,0,66.35,1.23,138.299332,0,53.69318279,0,240.3547012,0,0,0,0,0,0,0,0,0,-0.1864,0
IPGP,IXIC,IPG Photonics Corp ,Industrials,Electrical Components & Equipment,0,0,0,0,12.83333333,0,8.26,0,2.212,0,1.927,0,1.858,0,2.113,0,14.78982875,0,3.713670614,0,-12.06814955,0,19.66,1.531948052,0,2.380145278,0,-0.23203125,0,-0.174989509,0,22.43,0,0.596301281,0,-187331,0,-6000,0,159.41,1.8,437.2812522,0,483.7737991,0,311.3744089,0,0,0,0,0,0,0,0,0,-0.3581,0
LBAI,IXIC,Lakeland Bancorp Inc ,Financials,Banks,0,0,0,0,0.89047619,0,8.46,0,0.328,0,0.317,0,0.286,0,0.285,0,3.470031546,0,10.83916084,0,0.350877193,0,15.33,17.21550802,0,1.812056738,0,-0.145961003,0,-0.179775281,0,9.96,0,0.545093563,0,542200,0,0,0,18.65,0.77,28.06620616,0,2.154507616,0,20.4689745,0,0,0,0,0,0,0,0,0,-0.2653,0
LFVN,IXIC,LifeVantage Corp ,Consumer Non-Cyclicals,Food Processing,0,0,0,0,2.203571429,0,NULL,0,0.227,0,0.115,0,0.107,0,0.058,0,97.39130435,0,7.476635514,0,84.48275862,0,25.41,11.53128039,0,NULL,0,0.220461095,0,-0.360915493,0,39.37,0,NULL,0,NULL,0,NULL,0,12.9,0.85,12.92886128,0,2.456005975,0,NULL,0,0,0,0,0,0,0,0,0,-0.1753,0
LKFN,IXIC,Lakeland Financial Corp ,Financials,Banks,0,0,0,0,3.4,0,6.86,0,0.783,0,0.714,0,0.613,0,0.617,0,9.663865546,0,16.47634584,0,-0.648298217,0,17.56,5.164705882,0,2.559766764,0,-0.021727019,0,-0.060460139,0,14.96,0,0.741524039,0,-121988,0,4846,0,47.88,0.75,61.26990376,0,17.95842007,0,36.23375343,0,0,0,0,0,0,0,0,0,0.5093,0
LPLA,IXIC,LPL Financial Holdings Inc ,Financials,Investment Banking & Brokerage Services,0,0,0,0,9.377380952,0,15.54,0,1.295,0,1.008,0,0.599,0,0.632,0,28.47222222,0,68.28046745,0,-5.221518987,0,18.34,1.955769963,0,1.18018018,0,-0.507783145,0,-0.018726592,0,34.29,0,0.970514711,0,2165051,0,12089,0,64.82,1.67,176.8408001,0,142.9572026,0,236.9056925,0,0,0,0,0,0,0,0,0,-0.4784,0
MBWM,IXIC,Mercantile Bank Corp ,Financials,Banks,0,0,0,0,2.120238095,0,6.79,0,0.569,0,0.655,0,0.563,0,0.505,0,-13.12977099,0,16.3410302,0,11.48514851,0,15.23,7.183155531,0,2.243004418,0,-0.151532033,0,-0.185125736,0,10.37,0,0.549215387,0,-63879,0,0,0,34.91,0.63,43.26600534,0,7.908123513,0,25.32553244,0,0,0,0,0,0,0,0,0,-0.5338,0
MGRC,IXIC,McGrath RentCorp ,Industrials,Business Support Services,0,0,0,0,3.344047619,0,0,0,0.647,0,0.591,0,0.622,0,0.692,0,9.475465313,0,-4.98392283,0,-10.11560694,0,21.03,6.288786045,0,NULL,0,-0.294532036,0,-0.117498951,0,13.28,0,0,0,0,0,0,0,53.66,0.78,59.62965586,0,17.19003523,0,NULL,0,0,0,0,0,0,0,0,0,-0.2163,0
MPWR,IXIC,Monolithic Power Systems Inc ,Technology,Semiconductors,0,0,0,0,6.742857143,0,NULL,0,0.545,0,0.536,0,1.444,0,0.544,0,1.679104478,0,-62.88088643,0,165.4411765,0,45.03,6.678177966,0,NULL,0,1.933550489,0,2.335555556,0,25.72,0,NULL,0,NULL,0,NULL,0,138.21,1.53,140.6971354,0,81.78454179,0,NULL,0,0,0,0,0,0,0,0,0,0.5634,0
MRLN,IXIC,Marlin Business Services Corp ,Financials,Banks,0,0,0,0,3.095238095,0,9.41,0,0.518,0,0.495,0,0.434,0,0.263,0,4.646464646,0,14.05529954,0,65.01901141,0,16.43,5.308153846,0,1.746014878,0,-0.084679666,0,-0.120920278,0,11.84,0,0.842167698,0,-13345,0,-3996,0,28.1,0.91,46.63011144,0,12.44235322,0,37.82666799,0,0,0,0,0,0,0,0,0,0.1106,0
MRTN,IXIC,Marten Transport Ltd ,Industrials,Ground Freight & Logistics,0,0,0,0,0.99047619,0,21.48,0,0.249,0,0.188,0,0.156,0,0.143,0,32.44680851,0,20.51282051,0,9.090909091,0,30.2,30.49038462,0,1.405959032,0,0.274799493,0,0.267310113,0,8.06,0,0.713171555,0,183723,0,187,0,22.2,1.38,30.39354954,0,2.595179928,0,56.28046931,0,0,0,0,0,0,0,0,0,-0.3883,0
NBTB,IXIC,NBT Bancorp Inc ,Financials,Banks,0,0,0,0,2.545238095,0,4.95,0,0.639,0,0.591,0,0.501,0,0.521,0,8.121827411,0,17.96407186,0,-3.838771593,0,17.77,6.981665108,0,3.58989899,0,-0.010027855,0,-0.049224184,0,10.32,0,0.528648171,0,94193,0,-10018,0,40.02,0.83,56.00464562,0,12.28837565,0,23.89853412,0,0,0,0,0,0,0,0,0,0.4073,0
NDSN,IXIC,Nordson Corp ,Industrials,Industrial Machinery & Equipment,0,0,0,0,7.357142857,0,11.33,0,1.611,0,1.548,0,1.401,0,1.323,0,4.069767442,0,10.49250535,0,5.89569161,0,24.64,3.349126214,0,2.174757282,0,0.030531159,0,0.033990768,0,27.79,0,0.698216756,0,-1331299,0,0,0,144.94,1.21,213.2500926,0,135.2509824,0,208.2865128,0,0,0,0,0,0,0,0,0,0.3178,0
NWBI,IXIC,Northwest Bancshares Inc ,Financials,Banks,0,0,0,0,0.922619048,0,NULL,0,0.254,0,0.242,0,0.186,0,0.23,0,4.958677686,0,30.10752688,0,-19.13043478,0,19.95,21.62322581,0,NULL,0,0.111420613,0,0.06741573,0,7.74,0,NULL,0,NULL,0,NULL,0,18.2,0.68,18.58633263,0,1.478284872,0,NULL,0,0,0,0,0,0,0,0,0,0.1821,0
ODFL,IXIC,Old Dominion Freight Line Inc ,Industrials,Ground Freight & Logistics,0,0,0,0,12.14404762,0,11.19,0,1.99,0,1.328,0,1.121,0,1.242,0,49.84939759,0,18.46565566,0,-9.742351047,0,29.2,2.40447015,0,2.609472744,0,0.23258759,0,0.225346202,0,20.89,0,0.737476466,0,281832,0,0,0,165.89,1.17,199.1496383,0,208.4898872,0,192.1107287,0,0,0,0,0,0,0,0,0,0.1018,0
OSBC,IXIC,Old Second Bancorp Inc ,Financials,Banks,0,0,0,0,2.042857143,0,10.53,0,0.206,0,0.315,0,0.235,0,0.268,0,-34.6031746,0,34.04255319,0,-12.31343284,0,15.04,7.362237762,0,1.428300095,0,-0.162116992,0,-0.1952916,0,15.36,0,0.702271826,0,-6571,0,4225,0,15.4,0.64,19.63401702,0,3.45771482,0,17.82294821,0,0,0,0,0,0,0,0,0,-0.1554,0
PBCT,IXIC,"Peoples United Financial Inc """,Financials,Banks,0,0,0,0,1.230952381,0,10.51,0,0.31,0,0.303,0,0.28,0,0.257,0,2.310231023,0,8.214285714,0,8.949416342,0,15.5,12.59187621,0,1.474785918,0,-0.136490251,0,-0.170679508,0,7.09,0,0.788501003,0,1536147,0,-107254,0,17.84,0.91,31.38057151,0,3.32999907,0,28.43187988,0,0,0,0,0,0,0,0,0,-0.2125,0
PEBO,IXIC,Peoples Bancorp Inc ,Financials,Banks,0,0,0,0,1.477380952,0,8.57,0,0.406,0,0.64,0,0.543,0,0.598,0,-36.5625,0,17.86372007,0,-9.197324415,0,16.64,11.26317486,0,1.941656943,0,-0.072980501,0,-0.109684323,0,8.48,0,0.641399385,0,-38852,0,1147,0,36.39,0.66,43.24431018,0,5.507613807,0,31.94859812,0,0,0,0,0,0,0,0,0,0.0556,0
PFBC,IXIC,Preferred Bank ,Financials,Banks,0,0,0,0,6.891666667,0,12.39,0,1.136,0,1.087,0,0.927,0,0.936,0,4.507819687,0,17.25997843,0,-0.961538462,0,14.8,2.147521161,0,1.194511703,0,-0.175487465,0,-0.20387305,0,17.57,0,0.760285808,0,-215498,0,0,0,60.47,0.93,113.8459293,0,67.63691343,0,121.5992296,0,0,0,0,0,0,0,0,0,-0.6087,0
PLAB,IXIC,Photronics Inc ,Technology,Semiconductor Equipment & Testing,0,0,0,0,1.702380952,0,NULL,0,0.173,0,0.142,0,0.082,0,0.078,0,21.83098592,0,73.17073171,0,5.128205128,0,20.86,12.25342657,0,NULL,0,0.467980296,0,0.569601204,0,4.6,0,NULL,0,NULL,0,NULL,0,9.9,0.78,11.0910279,0,1.627685745,0,NULL,0,0,0,0,0,0,0,0,0,-0.1039,0
PLPC,IXIC,Preformed Line Products Co ,Technology,Communications & Networking,0,0,0,0,8.796428571,0,0,0,1.33,0,1.092,0,1.497,0,1.226,0,21.79487179,0,-27.05410822,0,22.10440457,0,14.94,1.698416565,0,NULL,0,0.186656076,0,0.106666667,0,11.02,0,0.450937264,0,5471,0,-10424,0,76.88,1.23,189.6374877,0,143.8045358,0,NULL,0,0,0,0,0,0,0,0,0,-0.5163,0
PNFP,IXIC,Pinnacle Financial Partners Inc ,Financials,Banks,0,0,0,0,5.003571429,0,9.91,0,1.121,0,1.079,0,0.751,0,0.834,0,3.892493049,0,43.67509987,0,-9.952038369,0,16.7,3.337615989,0,1.685166498,0,-0.069637883,0,-0.10647405,0,7.88,0,0.792709663,0,-323982,0,-7195,0,63.25,1,113.4750449,0,48.94659419,0,96.94290475,0,0,0,0,0,0,0,0,0,-0.144,0
RAVN,IXIC,Raven Industries Inc ,Industrials,Industrial Conglomerates,0,0,0,0,4.516666667,0,0,0,0.375,0,0.61,0,0.248,0,0.33,0,-38.52459016,0,145.9677419,0,-24.84848485,0,30.73,6.803690037,0,NULL,0,0.072226099,0,0.289550986,0,19.76,0,0.780849273,0,-186289,0,-108098,0,48.05,1.59,74.48764788,0,29.00309278,0,NULL,0,0,0,0,0,0,0,0,0,0.3785,0
RNST,IXIC,Renasant Corp ,Financials,Banks,0,0,0,0,2.652380952,0,12.79,0,0.741,0,0.683,0,0.626,0,0.534,0,8.491947291,0,9.10543131,0,17.22846442,0,17.13,6.458348294,0,1.3393276,0,-0.045682451,0,-0.083467095,0,9.04,0,0.686000182,0,-910680,0,1003,0,44.28,0.88,68.15366669,0,15.5835765,0,75.14529284,0,0,0,0,0,0,0,0,0,0.6087,0
SASR,IXIC,Sandy Spring Bancorp Inc ,Financials,Banks,0,0,0,0,1.178571429,0,6.76,0,0.683,0,0.607,0,0.57,0,0.623,0,12.52059308,0,6.49122807,0,-8.507223114,0,15.78,13.38909091,0,2.334319527,0,-0.120891365,0,-0.155698234,0,9.48,0,0.717085143,0,-295242,0,-20735,0,39.19,0.65,48.3657499,0,4.914007841,0,28.1855577,0,0,0,0,0,0,0,0,0,-0.269,0
SBFG,IXIC,SB Financial Group Inc ,Financials,Banks,0,0,0,0,0.158333333,0,11.11,0,0.358,0,0.313,0,0.325,0,0.392,0,14.37699681,0,-3.692307692,0,-17.09183673,0,14.59,92.14736842,0,1.313231323,0,-0.18718663,0,-0.219368646,0,10.32,0,0.42277012,0,1590706,0,2171,0,20.24,0.56,23.27552833,0,0.317697585,0,22.29233791,0,0,0,0,0,0,0,0,0,-0.303,0
SIFY,IXIC,Sify Technologies Ltd ,Telecommunications Services,Integrated Telecommunications Services,0,0,0,0,12.65238095,0,0,0,2.36,0,1.596,0,1.347,0,1.158,0,47.86967419,0,18.48552339,0,16.32124352,0,18.78,1.484305608,0,NULL,0,0.051511758,0,-0.411838396,0,0,0,0.011345105,0,-6436,0,0,0,1.66,1.67,4.42267754,0,4.823913885,0,NULL,0,0,0,0,0,0,0,0,0,-0.546,0
SMBC,IXIC,Southern Missouri Bancorp Inc ,Financials,Banks,0,0,0,0,2.123809524,0,0,0,0.626,0,0.599,0,0.73,0,0.564,0,4.507512521,0,-17.94520548,0,29.43262411,0,15.41,7.255829596,0,NULL,0,-0.141504178,0,-0.175494917,0,11.8,0,0.477360836,0,-2064,0,71,0,38.82,0.7,52.83323907,0,9.673080716,0,NULL,0,0,0,0,0,0,0,0,0,0.1347,0
SMMF,IXIC,Summit Financial Group Inc ,Financials,Banks,0,0,0,0,4.125,0,-4.09,0,0.505,0,0.601,0,0.467,0,0.481,0,-15.9733777,0,28.69379015,0,-2.910602911,0,11.8,2.860606061,0,-2.885085575,0,-0.342618384,0,-0.368646335,0,12.62,0,0.261226945,0,-1529,0,0,0,24.25,0.67,41.25350403,0,14.66988828,0,-14.54541651,0,0,0,0,0,0,0,0,0,-0.3902,0
STBA,IXIC,S&T Bancorp Inc ,Financials,Banks,0,0,0,0,2.06547619,0,10.36,0,0.61,0,0.745,0,0.652,0,0.648,0,-18.12080537,0,14.26380368,0,0.617283951,0,17.19,8.322536023,0,1.659266409,0,-0.042339833,0,-0.080256822,0,10.43,0,0.602412445,0,43658,0,4953,0,45.63,0.59,46.92269073,0,8.354974181,0,41.9068169,0,0,0,0,0,0,0,0,0,-0.0989,0
TCBK,IXIC,Trico Bancshares ,Financials,Banks,0,0,0,0,0.963095238,0,17.69,0,0.646,0,0.597,0,0.447,0,0.512,0,8.207705193,0,33.55704698,0,-12.6953125,0,17.64,18.31594561,0,0.997173544,0,-0.017270195,0,-0.056179775,0,10.13,0,0.613526489,0,151327,0,102,0,38.84,0.84,55.41358286,0,4.600737739,0,84.50571386,0,0,0,0,0,0,0,0,0,-0.4262,0
TESS,IXIC,TESSCO Technologies Inc ,Technology,Communications & Networking,0,0,0,0,1.191666667,0,0,0,0.135,0,0.147,0,0.15,0,0.211,0,-8.163265306,0,-2,0,-28.90995261,0,26.28,22.05314685,0,NULL,0,1.087370929,0,0.946666667,0,5.09,0,0.640373324,0,193283,0,-56767,0,16.9,1.25,24.08394692,0,2.474141099,0,NULL,0,0,0,0,0,0,0,0,0,-0.4137,0
THFF,IXIC,First Financial Corp ,Financials,Property & Casualty Insurance,0,0,0,0,4.971428571,0,-7.18,0,1.245,0,0.731,0,0.727,0,0.719,0,70.31463748,0,0.550206327,0,1.112656467,0,15.05,3.027298851,0,-2.096100279,0,-0.029032258,0,-0.194756554,0,9.81,0,0.580478009,0,50487,0,0,0,51.5,0.97,99.44862159,0,42.62083783,0,-61.5552675,0,0,0,0,0,0,0,0,0,-0.4818,0
TOWN,IXIC,Towne Bank ,Financials,Banks,0,0,0,0,1.138095238,0,8.11,0,0.484,0,0.358,0,0.359,0,0.435,0,35.19553073,0,-0.278551532,0,-17.47126437,0,19.46,17.09874477,0,2.399506782,0,0.084122563,0,0.041198502,0,8.48,0,0.446030013,0,122944,0,0,0,31.85,0.92,45.11393741,0,4.426203219,0,31.54086486,0,0,0,0,0,0,0,0,0,-0.2734,0
TRMB,IXIC,Trimble Inc ,Technology,Software,0,0,0,0,1.371428571,0,11.59,0,0.254,0,0.231,0,0.199,0,0.216,0,9.956709957,0,16.08040201,0,-7.87037037,0,48.99,35.721875,0,4.226919758,0,0.32262419,0,2.628888889,0,9.07,0,0.915101677,0,-8855927,0,-134823,0,44.11,2.41,65.01341296,0,7.686314833,0,64.95736692,0,0,0,0,0,0,0,0,0,0.2145,0
TRMK,IXIC,Trustmark Corp ,Financials,Banks,0,0,0,0,2.001190476,0,2.32,0,0.586,0,0.542,0,0.482,0,0.509,0,8.118081181,0,12.44813278,0,-5.304518664,0,16.67,8.330041642,0,7.185344828,0,-0.071309192,0,-0.108079187,0,9.15,0,0.629830958,0,-45341,0,-3826,0,35.33,0.93,59.05372411,0,10.18773709,0,11.81074482,0,0,0,0,0,0,0,0,0,-0.0029,0
TRST,IXIC,TrustCo Bank Corp N Y ,Financials,Banks,0,0,0,0,0.679761905,0,0,0,0.16,0,0.153,0,0.129,0,0.131,0,4.575163399,0,18.60465116,0,-1.526717557,0,15.37,22.61085814,0,NULL,0,-0.143732591,0,-0.177635099,0,12.03,0,0.648816279,0,-76190,0,-40406,0,8.8,1.02,17.49706805,0,1.025331061,0,NULL,0,0,0,0,0,0,0,0,0,-0.0115,0
UBNK,IXIC,United Financial Bancorp Inc ,Financials,Banks,0,0,0,0,0.119047619,0,10.66,0,0.307,0,0.31,0,0.214,0,0.299,0,-0.967741935,0,44.85981308,0,-28.42809365,0,15.36,129.024,0,1.440900563,0,-0.144289694,0,-0.178170144,0,8.33,0,0.670001137,0,589277,0,-22500,0,17.34,0.69,23.33798051,0,0.239511294,0,21.44679933,0,0,0,0,0,0,0,0,0,-0.2888,0
UBSI,IXIC,United Bankshares Inc ,Financials,Banks,0,0,0,0,1.617857143,0,4.71,0,0.631,0,0.587,0,0.529,0,0.54,0,7.495741056,0,10.96408318,0,-2.037037037,0,16.87,10.42737307,0,3.581740977,0,-0.060167131,0,-0.097378277,0,7.42,0,0.732887703,0,-32974,0,-7500,0,38.6,1.08,74.03759146,0,10.32605571,0,30.06181515,0,0,0,0,0,0,0,0,0,0.0757,0
UMBF,IXIC,UMB Financial Corp ,Financials,Banks,0,0,0,0,4.920238095,0,5.22,0,1.108,0,1.153,0,1.01,0,0.981,0,-3.902862099,0,14.15841584,0,2.956167176,0,17.55,3.566900556,0,3.362068966,0,-0.022284123,0,-0.060995185,0,9.93,0,0.889747548,0,319357,0,-31028,0,74.61,0.86,109.5404889,0,46.4625247,0,49.29322002,0,0,0,0,0,0,0,0,0,0.1252,0
USLM,IXIC,United States Lime & Minerals Inc ,,Construction Supplies & Fixtures,0,0,0,0,0.914285714,0,0,0,1.185,0,0.761,0,0.748,0,1.014,0,55.71616294,0,1.737967914,0,-26.23274162,0,20.9,22.859375,0,NULL,0,-0.101847873,0,0.146461876,0,10.27,0,0.264599143,0,33458,0,-2262,0,77.51,0.96,106.6691878,0,8.407423671,0,NULL,0,0,0,0,0,0,0,0,0,0.9399,0
VSEC,IXIC,VSE Corp ,Industrials,AERO/DEF,0,0,0,0,0.844047619,0,0,0,0.801,0,0.647,0,0.62,0,0.612,0,23.80216383,0,4.35483871,0,1.307189542,0,13.35,15.81664316,0,NULL,0,-0.497742664,0,-0.439781788,0,10.04,0,0.729309438,0,19825,0,270,0,35.77,1.63,130.8523671,0,9.521174907,0,NULL,0,0,0,0,0,0,0,0,0,0.3666,0
WABC,IXIC,Westamerica Bancorp ,Financials,Banks,0,0,0,0,1.285714286,0,0,0,0.674,0,0.657,0,0.621,0,0.569,0,2.587519026,0,5.797101449,0,9.13884007,0,24.85,19.32777778,0,NULL,0,0.384401114,0,0.329588015,0,11.34,0,0.884626131,0,-29697,0,-16467,0,62.61,1.02,76.99699695,0,8.534149908,0,NULL,0,0,0,0,0,0,0,0,0,-0.1934,0
WIRE,IXIC,Encore Wire Corp ,Industrials,Electrical Components & Equipment,0,0,0,0,5.175,0,15.22,0,0.865,0,0.543,0,0.719,0,0.67,0,59.30018416,0,-24.47844228,0,7.313432836,0,18.55,3.584541063,0,1.218791064,0,-0.275390625,0,-0.22156945,0,9.21,0,0.907414169,0,-147014,0,0,0,51.9,1.83,153.4019351,0,68.4357771,0,201.2739184,0,0,0,0,0,0,0,0,0,-0.2133,0
